3.7,1664103420000,0
3.6,1664103480000,0
3.6,1664103540000,0
3.6,1664103600000,0
7.2,1664103660000,0
7.2,1664103720000,0
7.2,1664103780000,0
3.0,1664103840000,0
3.0,1664103900000,0
3.0,1664103960000,0
2.9,1664104020000,0
2.9,1664104080000,0
2.9,1664104140000,0
2.1,1664104200000,0
2.1,1664104260000,0
2.1,1664104320000,0
2.0,1664104380000,0
2.0,1664104440000,0
2.0,1664104500000,0
3.2,1664104560000,0
3.2,1664104620000,0
3.2,1664104680000,0
3.7,1664104740000,0
3.7,1664104800000,0
3.7,1664104860000,0
3.3,1664104920000,0
3.3,1664104980000,0
3.3,1664105040000,0
3.3,1664105100000,0
3.3,1664105160000,0
3.3,1664105220000,0
2.2,1664105280000,0
2.2,1664105340000,0
2.2,1664105400000,0
1.7000000000000002,1664105460000,0
1.7000000000000002,1664105520000,0
1.7000000000000002,1664105580000,0
2.1,1664105640000,0
2.1,1664105700000,0
2.1,1664105760000,0
2.3,1664105820000,0
2.3,1664105880000,0
2.3,1664105940000,0
1.7000000000000002,1664106000000,0
1.7000000000000002,1664106060000,0
1.7000000000000002,1664106120000,0
2.1,1664106180000,0
2.1,1664106240000,0
2.1,1664106300000,0
2.6,1664106360000,0
2.6,1664106420000,0
2.6,1664106480000,0
2.1,1664106540000,0
2.1,1664106600000,0
2.1,1664106660000,0
3.0,1664106720000,0
3.0,1664106780000,0
3.0,1664106840000,0
3.1,1664106900000,0
3.1,1664106960000,0
3.1,1664107020000,0
3.7,1664107080000,0
3.7,1664107140000,0
3.7,1664107200000,0
2.4,1664107260000,0
2.4,1664107320000,0
2.4,1664107380000,0
2.5,1664107440000,0
2.5,1664107500000,0
2.5,1664107560000,0
2.3,1664107620000,0
2.3,1664107680000,0
2.3,1664107740000,0
2.3,1664107800000,0
2.3,1664107860000,0
2.3,1664107920000,0
3.0,1664107980000,0
3.0,1664108040000,0
3.0,1664108100000,0
3.5,1664108160000,0
3.5,1664108220000,0
3.5,1664108280000,0
2.1,1664108340000,0
2.1,1664108400000,0
2.1,1664108460000,0
2.2,1664108520000,0
2.2,1664108580000,0
2.2,1664108640000,0
3.5,1664108700000,0
3.5,1664108760000,0
3.5,1664108820000,0
2.6,1664108880000,0
2.6,1664108940000,0
2.6,1664109000000,0
4.0,1664109060000,0
4.0,1664109120000,0
4.0,1664109180000,0
5.5,1664109240000,0
5.5,1664109300000,0
5.5,1664109360000,0
3.1,1664109420000,0
3.1,1664109480000,0
3.1,1664109540000,0
3.4,1664109600000,0
3.4,1664109660000,0
3.4,1664109720000,0
4.0,1664109780000,0
4.0,1664109840000,0
4.0,1664109900000,0
3.5,1664109960000,0
3.5,1664110020000,0
3.5,1664110080000,0
2.6,1664110140000,0
2.6,1664110200000,0
2.6,1664110260000,0
2.5,1664110320000,0
2.5,1664110380000,0
2.5,1664110440000,0
4.6,1664110500000,0
4.6,1664110560000,0
4.6,1664110620000,0
2.3,1664110680000,0
2.3,1664110740000,0
2.3,1664110800000,0
2.7,1664110860000,0
2.7,1664110920000,0
2.7,1664110980000,0
3.7,1664111040000,0
3.7,1664111100000,0
3.7,1664111160000,0
2.0,1664111220000,0
2.0,1664111280000,0
2.0,1664111340000,0
2.5,1664111400000,0
2.5,1664111460000,0
2.5,1664111520000,0
3.2,1664111580000,0
3.2,1664111640000,0
3.2,1664111700000,0
3.1,1664111760000,0
3.1,1664111820000,0
3.1,1664111880000,0
4.9,1664111940000,0
4.9,1664112000000,0
4.9,1664112060000,0
4.5,1664112120000,0
4.1,1664112180000,0
4.1,1664112240000,0
3.8,1664112300000,0
3.5,1664112360000,0
3.5,1664112420000,0
3.65,1664112480000,0
3.8,1664112540000,0
3.8,1664112600000,0
6.25,1664112660000,0
8.7,1664112720000,0
8.7,1664112780000,0
6.1,1664112840000,0
3.5,1664112900000,0
3.5,1664112960000,0
4.45,1664113020000,0
5.4,1664113080000,0
5.4,1664113140000,0
4.550000000000001,1664113200000,0
3.7,1664113260000,0
3.7,1664113320000,0
4.45,1664113380000,0
5.2,1664113440000,0
5.2,1664113500000,0
4.6,1664113560000,0
4.0,1664113620000,0
4.0,1664113680000,0
4.05,1664113740000,0
4.1,1664113800000,0
4.1,1664113860000,0
3.8,1664113920000,0
3.5,1664113980000,0
3.5,1664114040000,0
3.65,1664114100000,0
3.8,1664114160000,0
3.8,1664114220000,0
4.15,1664114280000,0
4.5,1664114340000,0
4.5,1664114400000,0
4.8,1664114460000,0
5.1,1664114520000,0
5.1,1664114580000,0
4.3,1664114640000,0
3.5,1664114700000,0
3.5,1664114760000,0
3.4,1664114820000,0
3.3,1664114880000,0
3.3,1664114940000,0
3.5,1664115000000,0
3.7,1664115060000,0
3.7,1664115120000,0
4.050000000000001,1664115180000,0
4.4,1664115240000,0
4.4,1664115300000,0
3.45,1664115360000,0
2.5,1664115420000,0
2.5,1664115480000,0
3.9,1664115540000,0
5.3,1664115600000,0
5.3,1664115660000,0
4.05,1664115720000,0
2.8,1664115780000,0
2.8,1664115840000,0
2.75,1664115900000,0
2.7,1664115960000,0
2.7,1664116020000,0
3.1,1664116080000,0
3.5,1664116140000,0
3.5,1664116200000,0
4.1,1664116260000,0
4.7,1664116320000,0
4.7,1664116380000,0
3.2,1664116440000,0
1.7000000000000002,1664116500000,0
1.7000000000000002,1664116560000,0
2.3,1664116620000,0
2.9,1664116680000,0
2.9,1664116740000,0
2.9,1664116800000,0
2.9,1664116860000,0
2.9,1664116920000,0
2.75,1664116980000,0
2.6,1664117040000,0
2.6,1664117100000,0
2.95,1664117160000,0
3.3,1664117220000,0
3.3,1664117280000,0
3.9499999999999997,1664117340000,0
4.6,1664117400000,0
4.6,1664117460000,0
4.75,1664117520000,0
4.9,1664117580000,0
4.9,1664117640000,0
4.550000000000001,1664117700000,0
4.2,1664117760000,0
4.2,1664117820000,0
4.6,1664117880000,0
5.0,1664117940000,0
5.0,1664118000000,0
5.25,1664118060000,0
5.5,1664118120000,0
5.5,1664118180000,0
5.3,1664118240000,0
5.1,1664118300000,0
5.1,1664118360000,0
4.949999999999999,1664118420000,0
4.8,1664118480000,0
4.8,1664118540000,0
4.55,1664118600000,0
4.3,1664118660000,0
4.3,1664118720000,0
5.25,1664118780000,0
6.2,1664118840000,0
6.2,1664118900000,0
5.300000000000001,1664118960000,0
4.4,1664119020000,0
4.4,1664119080000,0
4.550000000000001,1664119140000,0
4.7,1664119200000,0
4.7,1664119260000,0
4.3,1664119320000,0
3.9,1664119380000,0
3.9,1664119440000,0
7.8500000000000005,1664119500000,0
11.8,1664119560000,0
11.8,1664119620000,0
9.8,1664119680000,0
7.8,1664119740000,0
7.8,1664119800000,0
5.949999999999999,1664119860000,0
4.1,1664119920000,0
4.1,1664119980000,0
4.9,1664120040000,0
5.7,1664120100000,0
5.7,1664120160000,0
4.8,1664120220000,0
3.9,1664120280000,0
3.9,1664120340000,0
5.5,1664120400000,0
7.1,1664120460000,0
7.1,1664120520000,0
5.9,1664120580000,0
4.7,1664120640000,0
4.7,1664120700000,0
4.45,1664120760000,0
4.2,1664120820000,0
4.2,1664120880000,0
5.1,1664120940000,0
6.0,1664121000000,0
6.0,1664121060000,0
6.8,1664121120000,0
7.6,1664121180000,0
7.6,1664121240000,0
5.75,1664121300000,0
3.9,1664121360000,0
3.9,1664121420000,0
5.1,1664121480000,0
6.3,1664121540000,0
6.3,1664121600000,0
9.2,1664121660000,0
12.1,1664121720000,0
12.1,1664121780000,0
8.55,1664121840000,0
5.0,1664121900000,0
5.0,1664121960000,0
5.35,1664122020000,0
5.7,1664122080000,0
5.7,1664122140000,0
5.6,1664122200000,0
5.5,1664122260000,0
5.5,1664122320000,0
5.0,1664122380000,0
4.5,1664122440000,0
4.5,1664122500000,0
3.9,1664122560000,0
3.3,1664122620000,0
3.3,1664122680000,0
3.65,1664122740000,0
4.0,1664122800000,0
4.0,1664122860000,0
3.6,1664122920000,0
3.2,1664122980000,0
3.2,1664123040000,0
3.9,1664123100000,0
4.6,1664123160000,0
4.6,1664123220000,0
4.55,1664123280000,0
4.5,1664123340000,0
4.5,1664123400000,0
4.35,1664123460000,0
4.2,1664123520000,0
4.2,1664123580000,0
5.550000000000001,1664123640000,0
6.9,1664123700000,0
6.9,1664123760000,0
5.65,1664123820000,0
4.4,1664123880000,0
4.4,1664123940000,0
4.5,1664124000000,0
4.6,1664124060000,0
4.6,1664124120000,0
4.85,1664124180000,0
5.1,1664124240000,0
5.1,1664124300000,0
4.3,1664124360000,0
3.5,1664124420000,0
3.5,1664124480000,0
4.1,1664124540000,0
4.7,1664124600000,0
4.7,1664124660000,0
4.85,1664124720000,0
5.0,1664124780000,0
5.0,1664124840000,0
